page_index,sheet_number,discipline_prefix,page_type,confidence,word_count,in_scope_pages,has_roofing_evidence,system_hits,spec_section_hits,manufacturer_hits_total,manufacturer_hits_positive,manufacturer_hits_negation,manufacturer_hit_names,material_thickness_hits,material_insulation_hits,material_metal_hits,florida_signal_hits,accessory_hit,unresolved_xrefs_on_page
75,,,floor_plan,0.7,435,False,True,,,0,0,0,,,,,FBC,False,4
76,,,schedule_sheet,0.7,443,False,False,,,0,0,0,,,,,,False,0
77,,,elevation,0.9,759,False,True,tpo,,0,0,0,,,R-25,,,False,1
78,A-1.4,A,roof_plan,0.7,753,False,True,pvc;tpo;built_up,,1,1,0,GAF,,cover board,,,False,0
79,,,elevation,0.9,755,False,False,,,0,0,0,,,,,,False,3
80,A-2.1,A,detail_sheet,0.7,651,False,True,,,0,0,0,,,cover board,,,False,0
81,,,section,0.7,661,False,True,,,0,0,0,,,cover board,,,False,0
82,,,detail_sheet,0.9,525,False,False,,,0,0,0,,,,,,False,0
83,,,ceiling_plan,0.7,488,False,False,,,0,0,0,,,,,,False,0
84,,,section,0.7,3190,False,True,,07 22,0,0,0,,,,,NOA;FBC,False,0
85,,,detail_sheet,0.9,1477,False,True,,,0,0,0,,,,,FBC,False,0
86,,,framing_plan,0.9,2303,False,False,,,0,0,0,,,,,,False,0
87,,,elevation,0.7,1217,False,True,pvc,,0,0,0,,,,,,False,1
88,,,section,0.5,778,False,False,,,0,0,0,,,,,,False,0
89,,,detail_sheet,0.9,1218,False,False,,,0,0,0,,,,,,False,0
90,,,framing_plan,0.7,348,False,False,,,0,0,0,,,,,,False,0
91,,,detail_sheet,0.9,5839,False,True,pvc,,0,0,0,,,,,FBC,False,0
92,,,schedule_sheet,0.7,194,False,False,,,0,0,0,,,,,,False,0
93,,,schedule_sheet,0.7,489,False,False,,,0,0,0,,,,,,False,0
94,,,ceiling_plan,0.7,1890,False,True,pvc,07 21,0,0,0,,,,,FBC,False,0
95,,,site_plan,0.7,743,False,False,,,0,0,0,,,,,,False,0
96,,,floor_plan,0.7,1912,False,True,pvc,,0,0,0,,,,,,False,0
97,,,unknown,0.0,69,False,False,,,0,0,0,,,,,,False,0
98,,,unknown,0.0,134,False,False,,,0,0,0,,,,,,False,0
99,,,roof_plan,0.7,107,False,False,,,0,0,0,,,,,,False,0
100,,,detail_sheet,0.9,699,False,True,pvc,,0,0,0,,,,,,False,0
101,,,detail_sheet,0.7,190,False,False,,,0,0,0,,,,,,False,0
102,,,section,0.5,129,False,False,,,0,0,0,,,,,,False,0
103,,,site_plan,0.7,832,False,False,,,0,0,0,,,,,,False,0
104,,,roof_plan,0.9,2754,False,True,tpo;built_up,,0,0,0,,,,,FBC,False,0
105,,,section,0.7,1717,False,True,,,0,0,0,,,,,NOA;FBC,False,0
106,,,detail_sheet,0.9,1204,False,False,,,0,0,0,,,,,,False,0
107,,,detail_sheet,0.7,539,False,True,,,0,0,0,,,,,FBC,False,0
108,,,general_notes,0.9,704,False,False,,,0,0,0,,,,,,False,0
109,,,floor_plan,0.7,247,False,False,,,0,0,0,,,,,,False,1
110,,,floor_plan,0.7,757,False,True,,,0,0,0,,,,,FBC,False,0
111,,,schedule_sheet,0.7,546,False,False,,,0,0,0,,,,,,False,0
112,,,elevation,0.9,670,False,True,tpo,,0,0,0,,,R-25,,,False,1
113,,,roof_plan,0.7,733,False,True,pvc;tpo;built_up,,1,1,0,GAF,,cover board,,SMACNA,False,0
114,,,elevation,0.9,879,False,False,,,0,0,0,,,,,,False,3
115,,,detail_sheet,0.7,651,False,True,,,0,0,0,,,cover board,,,False,0
116,,,section,0.7,661,False,True,,,0,0,0,,,cover board,,,False,0
117,,,detail_sheet,0.9,525,False,False,,,0,0,0,,,,,,False,0
118,,,schedule_sheet,0.9,1472,False,True,,,0,0,0,,,,,FBC,False,0
119,,,ceiling_plan,0.7,527,False,False,,,0,0,0,,,,,,False,0
120,,,section,0.7,3190,False,True,,07 22,0,0,0,,,,,NOA;FBC,False,0
121,,,detail_sheet,0.9,1477,False,True,,,0,0,0,,,,,FBC,False,0
